Well_ID,Serial,State,District,Block,Village,Latitude,Longitude,Year,pH,EC_uScm,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,TDS,SiO2
W254005084413401,4104,Bihar,Bhojpur,Barahara,Bakhorapur,25.66,84.69,2020,6.2,1158.0,0.0,281.0,25.0,275.0,31.0,0.0,230.0,76.0,10.0,158.0,1.3,0.03,,
W253004084173401,4105,Bihar,Buxar,Brahampur,Bagen Bazar,25.5,84.29,2020,6.2,414.0,0.0,67.0,14.0,127.0,67.0,0.0,135.0,42.0,7.0,33.0,40.0,0.05,,
W252925084332301,4106,Bihar,Bhojpur,Barahara,Balua,25.66,84.56,2020,6.2,404.0,0.0,92.0,11.0,68.0,43.0,0.0,180.0,64.0,5.0,7.0,1.28,0.03,,
W253544084182101,4107,Bihar,Buxar,Brahampur,Barhampur,25.59,84.3,2020,6.1,406.0,0.0,61.0,43.0,85.0,24.0,0.0,150.0,50.0,6.0,32.0,1.34,0.02,,
W254058084434301,4108,Bihar,Bhojpur,Barahara,Barahara,25.63,84.72,2020,6.1,617.0,0.0,134.0,25.0,92.0,78.0,0.0,230.0,70.0,13.0,35.0,1.37,0.02,,
W251908084361501,4109,Bihar,Bhojpur,Agion,Baruna,25.31,84.6,2020,5.9,583.0,0.0,128.0,32.0,89.0,51.0,0.02,245.0,76.0,13.0,19.0,1.43,0.04,,
W253300084273001,4110,Bihar,Bhojpur,Bihiyan,Bihiya,25.55,84.45,2020,6.1,671.0,0.0,165.0,14.0,93.0,72.0,0.0,155.0,42.0,12.0,72.0,1.4,0.05,,
W253612084432901,4111,Bihar,Bhojpur,Koilwar,Birampur,25.6,84.72,2020,5.7,381.0,0.0,110.0,43.0,36.0,11.0,0.0,140.0,42.0,9.0,23.0,1.33,0.07,,
W253345084361501,4112,Bihar,Bhojpur,Udwantnagar,Chandawa,25.56,84.6,2020,5.9,1873.0,0.0,763.0,60.0,110.0,136.0,0.0,520.0,136.0,44.0,190.0,1.4,0.02,,
W254017084462501,4113,Bihar,Bhojpur,Barahara,Dhusaria,25.67,84.77,2020,5.9,570.0,0.0,171.0,14.0,77.0,53.0,0.0,235.0,62.0,19.0,23.0,1.33,0.01,,
W254111084442001,4114,Bihar,Bhojpur,Barahara,Ekauna,25.68,84.73,2020,5.8,410.0,0.0,146.0,21.0,31.0,29.0,0.0,175.0,56.0,9.0,15.0,1.3,0.01,,
W252515084333001,4115,Bihar,Bhojpur,Garhani,Garhani,25.42,84.55,2020,6.1,730.0,0.0,287.0,11.0,72.0,55.0,0.08,260.0,76.0,17.0,49.0,1.44,0.1,,
W253513084444901,4116,Bihar,Bhojpur,Koilwar,Giddha,25.58,84.74,2020,5.9,488.0,0.0,177.0,25.0,18.0,23.0,0.0,180.0,50.0,13.0,19.0,1.0,0.03,,
W251536084355001,4117,Bihar,Bhojpur,Sahar,Guljarpur,25.26,84.59,2020,5.9,795.0,0.0,323.0,7.0,55.0,69.0,0.0,270.0,64.0,27.0,53.0,1.33,0.05,,
W253535084151901,4118,Bihar,Buxar,Brahampur,Jugia Dera,25.59,84.25,2020,5.9,549.0,0.0,214.0,36.0,17.0,34.0,0.0,210.0,82.0,1.0,27.0,1.13,0.05,,
W253421084342101,4119,Bihar,Bhojpur,Udwantnagar,Harnath Kundi,25.57,84.57,2020,6.0,1068.0,0.0,372.0,60.0,59.0,76.0,0.0,300.0,92.0,17.0,95.0,3.65,0.02,,
W253844084470101,4120,Bihar,Bhojpur,Koilwar,Inglishpur,25.64,84.78,2020,6.2,894.0,0.0,342.0,11.0,85.0,43.0,0.0,280.0,70.0,26.0,63.0,1.63,0.01,,
W252900084244501,4121,Bihar,Bhojpur,Jagdishpur,Jagadishpur1,25.48,84.41,2020,6.0,701.0,0.0,281.0,50.0,29.0,25.0,0.05,320.0,76.0,32.0,15.0,0.34,0.04,,
W252841084363101,4122,Bihar,Bhojpur,Udwantnagar,Kasap,25.47,84.6,2020,5.9,1232.0,0.0,506.0,75.0,28.0,76.0,0.03,560.0,170.0,33.0,23.0,0.47,0.1,,
W252336084413601,4123,Bihar,Bhojpur,Sandesh,Kori,25.39,84.69,2020,6.0,504.0,0.0,55.0,21.0,86.0,115.0,0.0,225.0,64.0,16.0,13.0,0.08,0.07,,
W202035085471001,4124,Bihar,Buxar,Brahampur,Raghunathpur,25.56,84.3,2020,5.8,650.0,0.0,183.0,92.0,18.0,32.0,0.0,175.0,42.0,17.0,59.0,17.0,0.05,,
W253445084450001,4125,Bihar,Bhojpur,Koilwar,Kulharia,25.57,84.75,2020,6.0,409.0,0.0,214.0,7.0,13.0,10.0,0.0,160.0,46.0,11.0,20.0,0.05,0.06,,
W253038084440601,4126,Bihar,Bhojpur,Koilwar,Lodhipur,25.51,84.73,2020,5.8,944.0,0.0,311.0,89.0,35.0,89.0,0.0,270.0,42.0,40.0,87.0,19.0,0.03,,
W253613084450001,4127,Bihar,Bhojpur,Koilwar,Mokhlisa,25.6,84.75,2020,5.9,594.0,0.0,256.0,14.0,31.0,21.0,0.0,220.0,62.0,16.0,26.0,1.6,0.03,,
W253653084471601,4128,Bihar,Bhojpur,Koilwar,Muhammadpur,25.61,84.78,2020,5.8,584.0,0.0,244.0,21.0,23.0,39.0,0.0,195.0,58.0,12.0,42.0,2.6,0.02,,
W252706084450101,4129,Bihar,Bhojpur,Koilwar,Nasratpur,25.45,84.75,2020,5.7,894.0,0.0,268.0,43.0,58.0,125.0,0.0,280.0,78.0,21.0,68.0,7.9,0.03,,
W253832084471501,4130,Bihar,Bhojpur,Koilwar,Pachrukhiya,25.64,84.78,2020,5.7,778.0,0.0,232.0,28.0,82.0,88.0,0.07,255.0,76.0,16.0,57.0,5.3,0.02,,
W252421084441701,4131,Bihar,Bhojpur,Sandesh,Sandesh,25.4,84.73,2020,5.7,1627.0,0.0,573.0,114.0,86.0,115.0,0.12,590.0,168.0,41.0,89.0,24.0,0.03,,
W253411084313101,4132,Bihar,Bhojpur,Udwantnagar,Sasaram Chota,25.57,84.52,2020,5.7,1054.0,0.0,299.0,50.0,94.0,114.0,0.1,365.0,84.0,38.0,64.0,2.9,0.02,,
W232822080212701,4133,Bihar,Bhojpur,Barahara,Simariya,25.67,84.72,2020,5.6,552.0,0.0,165.0,60.0,21.0,37.0,0.0,240.0,70.0,16.0,14.0,0.03,0.01,,
W253636084452401,4134,Bihar,Bhojpur,Koilwar,Songhata,25.61,84.75,2020,5.8,583.0,0.0,183.0,53.0,6.3,33.0,0.0,240.0,64.0,19.0,10.0,0.06,0.05,,
W253030084373001,4135,Bihar,Bhojpur,Udwantnagar,Udwantnagar,25.5,84.62,2020,5.9,610.0,0.0,171.0,64.0,26.0,45.0,0.03,245.0,70.0,17.0,15.0,12.0,0.05,,
W252423084374301,4136,Bihar,Bhojpur,Sandesh,Pauna,25.4,84.62,2020,5.8,1508.0,0.0,488.0,142.0,59.0,159.0,0.03,595.0,162.0,46.0,82.0,14.0,0.04,,
W253016087223001,4137,Bihar,Katihar,Samoli,Barari-1,25.5,37.37,2020,5.7,295.0,0.0,116.0,11.0,3.2,36.0,0.05,140.0,50.0,4.0,3.0,0.03,0.106,,
W230532078290001,4138,Bihar,Katihar,Korha,Khiria,25.6,87.45,2020,5.5,1256.0,0.0,317.0,78.0,99.0,185.0,0.0,420.0,126.0,26.0,85.0,16.0,0.05,,
W253645087241501,4139,Bihar,Katihar,Korha,Korha,25.61,87.4,2020,5.5,1083.0,0.0,366.0,82.0,53.0,78.0,0.0,390.0,86.0,43.0,59.0,8.5,0.014,,
W255802087430201,4140,Bihar,Purnia,Amaur,Amour,25.96,87.71,2020,5.4,542.0,0.0,207.0,11.0,24.0,61.0,0.02,210.0,52.0,19.0,23.0,3.4,0.06,,
W255730087424502,4141,Bihar,Purnia,Amaur,Bansbari,25.95,87.71,2020,5.3,287.0,0.0,49.0,7.0,38.0,67.0,0.0,110.0,30.0,9.0,15.0,2.1,0.0,,
W255344087170101,4142,Bihar,Purnia,Banmankhi,Budhia Gola,25.89,87.28,2020,5.1,378.0,0.0,122.0,46.0,1.3,21.0,0.0,165.0,42.0,15.0,10.0,0.06,0.06,,
W232042087312001,4143,Bihar,Purnia,Kasba,Kasba,25.85,87.53,2020,4.6,862.0,0.0,317.0,36.0,32.0,63.0,0.0,320.0,118.0,6.0,35.0,1.5,0.03,,
W255335087241601,4144,Bihar,Purnia,Srinagar,Khata hat,25.89,87.4,2020,5.2,563.0,0.0,195.0,43.0,1.3,65.0,0.0,180.0,52.0,12.0,42.0,3.2,0.01,,
W254630087304501,4145,Bihar,Purnia,Purnia,Purnia,25.77,87.51,2020,4.9,502.0,0.0,201.0,25.0,4.9,55.0,0.0,200.0,58.0,13.0,21.0,4.1,0.03,,
W254812087350001,4146,Bihar,Purnia,Banmakhi,Barsoni,25.9,87.27,2020,5.4,320.0,0.0,73.0,36.0,5.3,44.0,0.03,115.0,36.0,6.0,17.0,2.9,0.04,,
W255447085462901,4147,Bihar,Samastipur,Kalyanpur,Basudebpur,25.91,85.77,2020,8.1,456.0,0.0,152.5,42.6,25.0,22.0,0.12,155.0,50.0,7.29,28.0,9.0,0.05,,
W252845085564501,4148,Bihar,Beguasarai,Teghra,Teghra,25.479,85.946,2020,8.0,657.0,0.0,232.0,35.5,29.0,40.0,0.0,215.0,58.0,17.01,40.0,4.0,0.03,,
W254817085520501,4149,Bihar,Samastipur,Ujairpur,Dandia Asadpur,25.8,85.87,2020,8.2,909.0,0.0,299.0,85.2,56.0,35.0,0.0,345.0,86.0,31.59,49.0,2.0,0.01,,
W252717086083201,4150,Bihar,Beguasarai,Beguasarai,Haridia,25.455,86.142,2020,7.8,490.0,0.0,165.0,63.9,9.0,22.0,0.0,160.0,38.0,15.8,37.0,6.0,0.02,,
W255950085502801,4151,Bihar,Samastipur,Kalyanpur,Jakhra,26.0,85.84,2020,8.2,549.0,0.0,195.0,39.05,22.0,46.0,0.0,170.0,48.0,12.15,48.0,1.0,0.0,,
W200307085040801,4152,Bihar,Samastipur,Vibhutipur,Kalyanpur,25.71,85.91,2020,8.2,572.0,0.0,171.0,49.7,29.0,53.0,0.0,155.0,52.0,6.08,56.0,7.0,0.0,,
W254545086023001,4153,Bihar,Samastipur,Rosera,Rosera,25.763,86.042,2020,7.9,583.0,0.0,153.0,63.9,23.0,60.0,0.0,145.0,40.0,10.94,60.0,12.0,0.02,,
W252744086263401,4154,Bihar,Beguasarai,Sahebpur kamal,Heera Tola,25.463,86.443,2020,8.2,674.0,0.0,238.0,49.7,28.0,55.0,0.0,215.0,62.0,14.58,55.0,1.0,0.03,,
W253027086075801,4155,Bihar,Beguasarai,Beguasarai,Mohanpur Usrai,25.508,86.133,2020,8.2,1037.0,0.0,372.0,53.25,66.0,89.0,0.0,340.0,84.0,31.59,74.0,14.0,0.0,,
W252535086223204,4156,Bihar,Beguasarai,Sahebpur kamal,New Jafar Nagar,25.426,86.376,2020,8.1,701.0,0.0,293.0,35.5,25.0,45.0,0.0,270.0,82.0,15.8,34.0,5.0,0.02,,
W252030084514501,4157,Bihar,Patna,Palihanj,Bharatpura,25.34,84.86,2020,8.2,908.0,0.0,476.0,18.0,21.0,14.0,0.0,170.0,24.0,27.0,131.0,1.37,0.0,,
W252515084521301,4158,Bihar,Patna,Bikram,Noniatola,25.42,84.87,2020,8.1,980.0,0.0,348.0,60.0,61.0,51.0,0.0,245.0,58.0,24.0,110.0,1.81,0.0,,
W250854084422501,4159,Bihar,Arwal,Karpi,Bairbigha,25.15,84.71,2020,8.2,392.0,0.0,153.0,21.0,21.0,14.0,0.0,140.0,48.0,5.0,23.0,1.61,0.0,,
W250640084401101,4160,Bihar,Arwal,Sonbhadra,Bansi Surajpur,25.11,84.67,2020,8.3,453.0,0.0,195.0,21.0,21.0,9.0,0.0,165.0,50.0,10.0,27.0,1.39,0.0,,
W251739084421001,4161,Bihar,Arwal,Arwal,Dirpal bigha,25.29,84.7,2020,8.2,379.0,0.0,159.0,14.0,23.0,9.0,0.0,145.0,40.0,11.0,18.0,1.33,0.0,,
W250945085063001,4162,Bihar,Jehanabad,Ghoshi,Ghoshi,25.16,85.11,2020,8.3,564.0,0.0,275.0,18.0,18.0,10.0,0.0,165.0,50.0,10.0,53.0,1.43,0.0,,
W250509085085201,4163,Bihar,Jehanabad,Hulasganj,Hulasganj,25.09,85.15,2020,8.1,978.0,0.0,311.0,82.0,60.0,49.0,0.0,235.0,48.0,28.0,109.0,9.65,0.0,,
W251230084460001,4164,Bihar,Arwal,Arwal,Imamganj,25.21,84.77,2020,8.0,1842.0,0.0,500.0,302.0,50.0,16.0,0.0,515.0,82.0,75.0,185.0,1.71,0.0,,
W251345085061501,4165,Bihar,Jehanabad,Kako,Kako,25.23,85.1,2020,7.7,403.0,0.0,67.0,36.0,56.0,39.0,0.0,130.0,30.0,13.0,31.0,1.36,0.0,,
W251245084494501,4166,Bihar,Arwal,Kurtha,Kinjer,25.21,84.83,2020,8.3,448.0,0.0,159.0,25.0,20.0,35.0,0.0,170.0,42.0,16.0,22.0,1.64,0.0,,
W250812085061901,4167,Bihar,Jehanabad,Ghoshi,Lakhwar,25.14,85.11,2020,8.2,787.0,0.0,207.0,78.0,61.0,41.0,0.0,230.0,42.0,30.0,71.0,2.45,0.0,,
W250445084584501,4168,Bihar,Jehanabad,Makhdumpur,Makhdumpur,25.08,84.98,2020,8.0,1616.0,0.0,506.0,188.0,72.0,55.0,0.0,450.0,24.0,95.0,130.0,45.0,0.0,,
W245951084582001,4169,Bihar,Gaya,Bella,Paligaon,25.0,84.97,2020,8.1,677.0,0.0,195.0,43.0,62.0,51.0,0.0,155.0,30.0,19.0,81.0,1.68,0.0,,
W254818084431201,4170,Bihar,Saran,Chapra,Chirand,25.81,84.72,2020,7.6,858.0,0.0,360.0,75.0,19.0,1.3,0.0,190.0,50.0,16.0,96.0,8.3,0.0,,
W221719084182901,4171,Bihar,Saran,Ekma,Ekma,25.97,84.55,2020,7.7,505.0,0.0,226.0,11.0,7.0,53.0,0.0,150.0,28.0,19.0,43.0,1.84,0.0,,
W254930084533001,4172,Bihar,Saran,Garkha,Garkha,25.83,84.89,2020,7.8,330.0,0.0,159.0,11.0,14.0,1.03,0.0,65.0,22.0,2.0,41.0,1.73,0.0,,
W255845084521501,4173,Bihar,Saran,Marhaura,Marhaura,25.98,84.87,2020,7.7,587.0,0.0,281.0,14.0,33.0,1.3,0.0,195.0,30.0,29.0,36.0,1.7,0.0,,
W254800084511901,4174,Bihar,Saran,Garkha,Minapur,25.8,84.86,2020,7.5,3120.0,0.0,939.0,447.0,97.0,65.74,0.0,900.0,160.0,122.0,255.0,45.0,0.0,,
W254933084434001,4175,Bihar,Saran,Jalalpur,Nagra,25.83,84.73,2020,7.8,882.0,0.0,433.0,21.0,46.0,8.91,0.0,345.0,36.0,62.0,38.0,1.62,0.0,,
W254545085051501,4176,Bihar,Saran,Sonepur,Nayagaon,25.76,85.08,2020,7.9,633.0,0.0,250.0,43.0,42.0,6.0,0.0,220.0,42.0,28.0,37.0,1.88,0.0,,
W255225084462401,4177,Bihar,Saran,Jalalpur,Rampur Kala,25.87,84.77,2020,7.9,496.0,0.0,220.0,14.0,30.0,15.63,0.0,145.0,26.0,19.0,41.0,2.13,0.0,,
W260359084525601,4178,Bihar,Saran,Chhapra,Taraiya,25.78,84.75,2020,7.9,522.0,0.0,281.0,7.0,15.0,2.06,0.0,185.0,18.0,34.0,28.0,1.75,0.0,,
W261053084362601,4179,Bihar,Siwan,Basantpura,Hardia,26.18,84.61,2020,7.9,660.0,0.0,287.0,43.0,29.0,1.44,0.0,280.0,62.0,30.0,18.0,1.83,0.0,,
W260944084405101,4180,Bihar,Siwan,Bhagwanpur,Malmalia Chowk,26.16,84.68,2020,8.0,409.0,0.0,201.0,7.0,19.0,1.36,0.0,190.0,32.0,27.0,4.0,1.8,0.0,,
W261914084415201,4181,Bihar,Gopalganj,Sidhwalia,Bhojpurwa,26.32,84.7,2020,7.8,624.0,0.0,262.0,43.0,29.0,1.67,0.0,220.0,48.0,24.0,35.0,2.46,0.0,,
W263233084112301,4182,Bihar,Gopalganj,Katiya,Jamunaha,26.54,84.19,2020,7.8,843.0,0.0,238.0,135.0,29.0,1.29,0.0,310.0,26.0,60.0,41.0,2.34,0.0,,
W263400084050001,4183,Bihar,Gopalganj,Katiya,Katiya,26.57,84.08,2020,8.1,354.0,0.0,171.0,7.0,14.0,1.68,0.0,160.0,32.0,19.0,6.0,1.76,0.0,,
W263345084194501,4184,Bihar,Gopalganj,Kuchai kote,Kuchaikot,26.56,84.33,2020,8.0,432.0,0.0,226.0,7.0,11.0,1.34,0.0,135.0,36.0,11.0,35.0,1.95,0.0,,
W255237085223701,4185,Bihar,Vaishali,Goraul,Baksama,25.88,85.38,2020,7.9,481.0,0.0,238.0,11.0,22.0,1.29,0.0,180.0,20.0,32.0,26.0,1.69,0.0,,
W254059085201601,4186,Bihar,Vaishali,Bidupur,Chak Sikandar,25.68,85.34,2020,7.9,450.0,0.0,220.0,14.0,14.0,1.16,0.0,185.0,38.0,22.0,15.0,1.77,0.0,,
W185230079173001,4187,Bihar,Vaishali,Vaishali,Hajipur,25.7,85.23,2020,8.0,445.0,0.0,165.0,18.0,56.0,3.97,0.0,175.0,30.0,24.0,15.0,1.66,0.0,,
W254100085120002,4188,Bihar,Vaishali,Bidupur,Kachanpur,25.68,85.2,2020,7.9,1114.0,0.0,409.0,75.0,64.0,45.13,0.0,255.0,63.91,23.0,129.0,14.0,0.0,,
W253857085281701,4189,Bihar,Vaishali,Mahnar,Kumharkal,25.65,85.47,2020,7.9,1175.0,0.0,433.0,89.0,75.0,9.41,0.0,410.0,82.0,50.0,56.0,12.0,0.0,,
W253749085214301,4190,Bihar,Vaishali,Bidupur,Mathura,25.63,85.36,2020,8.1,482.0,0.0,238.0,7.0,28.0,2.41,0.0,125.0,16.0,21.0,46.0,2.1,0.0,,
W254814085355201,4191,Bihar,Vaishali,Patepur,Mushari Tola,25.8,85.59,2020,7.8,757.0,0.0,366.0,14.0,41.0,1.58,0.0,250.0,48.0,32.0,56.0,2.06,0.0,,
W254954085105101,4192,Bihar,Vaishali,Lalganj,Namidh,25.83,85.18,2020,7.9,904.0,0.0,329.0,64.0,49.0,32.41,0.0,325.0,42.0,53.0,51.0,7.91,0.0,,
W253942085273901,4193,Bihar,Vaishali,Sahdei Bujurg,Sahdei Bujurg,25.66,85.46,2020,7.8,1322.0,0.0,451.0,82.0,107.0,71.2,0.0,320.0,58.0,43.0,139.0,16.0,0.0,,
W255059085263101,4194,Bihar,Vaishali,Mahua,Tariya Supaul,25.85,85.44,2020,8.0,417.0,0.0,195.0,11.0,16.0,7.92,0.0,145.0,46.0,7.0,27.0,2.17,0.0,,
W255755085080301,4195,Bihar,Vaishali,Vaishali,Thukaiya,25.96,85.13,2020,8.0,369.0,0.0,159.0,7.0,40.0,1.98,0.0,120.0,36.0,7.0,27.0,2.18,0.0,,
W260949084594701,4196,Bihar,Muzaffarpur,Paroo,Dewaria,26.16,84.99,2020,8.0,970.0,0.0,323.0,110.0,43.0,2.26,0.0,405.0,78.0,51.0,31.0,2.68,0.0,,
W261743084571301,4197,Bihar,Muzaffarpur,Sahebganj,Rajwara,26.3,84.95,2020,8.0,537.0,0.0,281.0,7.0,17.0,1.95,0.0,185.0,22.0,32.0,35.0,2.09,0.0,,
W262215084484401,4198,Bihar,E. Champaran,Kesaria,Kizerpura,26.37,84.81,2020,7.9,505.0,0.0,238.0,11.0,19.0,18.333,0.0,175.0,22.0,29.0,33.0,2.44,0.0,,
W262005084511901,4199,Bihar,E. Champaran,Kesaria,Lala Chapra,26.33,84.86,2020,7.6,3120.0,0.0,885.0,412.0,180.0,48.93,0.0,830.0,44.0,175.0,314.0,33.0,0.0,,
W215611075081001,4200,Bihar,E. Champaran,Kalyanpur,Rajpur,26.51,84.84,2020,7.7,1577.0,0.0,470.0,224.0,74.0,5.67,0.0,375.0,38.0,68.0,170.0,15.0,0.0,,
W250242085155601,4201,Bihar,Nalanda,Neemchak,Ankuri Bazar,25.05,85.27,2020,7.7,733.0,0.0,275.0,64.0,24.0,41.52,0.0,249.0,57.0,26.0,61.0,4.56,0.0,,
W251750085231201,4202,Bihar,Nalanda,Tharthari,Bhathar,25.3,85.39,2020,8.1,556.0,0.0,244.0,32.0,32.0,4.58,0.0,106.0,26.0,10.0,77.0,2.54,0.88,,
W213709082023301,4203,Bihar,Nalanda,Chandi,Chandi,25.32,85.49,2020,8.3,754.0,0.0,275.0,75.0,41.0,7.24,0.0,152.0,30.0,19.0,107.0,2.67,0.14,,
W250130085314501,4204,Bihar,Nalanda,Giriak,Giriak,25.03,85.53,2020,8.3,746.0,0.0,238.0,67.0,28.0,62.63,0.0,216.0,52.0,21.0,74.0,1.86,0.65,,
W251344085300901,4205,Bihar,Nalanda,Noorsarai,Heganpura,25.23,85.5,2020,8.3,1367.0,0.0,305.0,202.0,80.0,54.12,0.0,295.0,60.0,35.0,162.0,3.23,0.85,,
W251815085171501,4206,Bihar,Nalanda,Hilsa,Hilsa,25.3,85.29,2020,8.3,577.0,0.0,171.0,78.0,24.0,13.25,0.0,130.0,36.0,10.0,66.0,1.62,0.15,,
W174644077010201,4207,Bihar,Nalanda,Islampur,Islampur,25.14,85.21,2020,8.3,1094.0,0.0,299.0,131.0,58.0,41.23,0.0,295.0,44.0,45.0,97.0,1.56,0.21,,
W251144085412801,4208,Bihar,Nalanda,Asthawan,Jangipur,25.2,85.69,2020,8.3,569.0,0.0,195.0,39.0,27.0,21.36,0.0,155.0,34.0,17.0,45.0,1.61,0.85,,
W252207085160201,4209,Bihar,Nalanda,Hilsa,Karaiparsurai,25.37,85.27,2020,8.2,424.0,0.0,183.0,28.0,13.0,5.12,0.0,105.0,38.0,2.0,43.0,1.67,0.8,,
W251135085293804,4210,Bihar,Nalanda,Bihar Sharif,Maghra,25.19,85.49,2020,8.3,1091.0,0.0,305.0,124.0,64.0,45.69,0.0,160.0,24.0,24.0,176.0,1.46,0.82,,
W251211085330801,4211,Bihar,Nalanda,Bihar Sharif,Muraura,25.2,85.55,2020,8.3,1148.0,0.0,372.0,128.0,39.0,41.63,0.0,160.0,38.0,16.0,166.0,22.0,0.35,,
W252340085204501,4212,Bihar,Nalanda,Nagarnausa,Nagarnausa,25.39,85.35,2020,8.3,604.0,0.0,183.0,82.0,22.0,5.35,0.0,225.0,36.0,33.0,33.0,1.66,0.15,,
W250808085264401,4213,Bihar,Nalanda,Rajgir,Nalanda,25.02,85.4,2020,8.3,1286.0,0.0,427.0,138.0,58.0,36.12,0.0,265.0,50.0,34.0,158.0,13.0,0.41,,
W250600085330001,4214,Bihar,Nalanda,Giriak,Pawapuri,25.1,85.55,2020,8.3,868.0,0.0,342.0,57.0,23.0,47.21,0.0,215.0,36.0,30.0,87.0,2.48,0.87,,
W250115085241501,4215,Bihar,Nalanda,Rajgir,Rajgir,25.02,85.4,2020,8.3,680.0,0.0,195.0,71.0,24.0,54.36,0.0,260.0,58.0,28.0,34.0,1.83,0.13,,
W251024085303301,4216,Bihar,Nalanda,Bihar Sharif,Ranabigha,25.17,85.51,2020,8.2,1023.0,0.0,336.0,92.0,50.0,57.12,0.0,305.0,42.0,49.0,87.0,1.95,0.17,,
W251234085410401,4217,Bihar,Nalanda,Asthawan,Sare,25.21,85.68,2020,8.2,429.0,0.0,183.0,21.0,18.0,14.12,0.0,105.0,20.0,13.0,45.0,1.7,0.0,,
W251435085483601,4218,Bihar,Nalanda,Sarmera,Sarmera,25.26,85.8,2020,8.3,1492.0,0.0,439.0,188.0,65.0,55.68,0.0,450.0,104.0,46.0,119.0,14.0,0.0,,
W250430085270401,4219,Bihar,Nalanda,Silao,Silao,25.08,85.45,2020,8.3,2960.0,0.0,903.0,444.0,59.0,62.36,0.0,630.0,163.9,53.0,351.0,41.0,0.94,,
W251928085320301,4220,Bihar,Nalanda,Rahui,Vena,25.32,85.53,2020,8.3,1429.0,0.0,329.0,245.0,45.0,61.23,0.0,295.0,50.0,41.0,161.0,35.0,0.0,,
W245319085322501,4221,Bihar,Nawada,Nawada,Garhpar,24.89,85.54,2020,8.3,449.0,0.0,128.0,46.0,24.0,25.61,0.0,80.0,30.0,1.0,65.0,1.57,0.0,,
W245046085530101,4222,Bihar,Nawada,Kawakol,Kawakol Ashram,24.85,85.88,2020,8.3,323.0,0.0,159.0,11.0,7.0,5.71,0.0,50.0,18.0,1.0,50.0,1.21,0.15,,
W245230085410001,4223,Bihar,Nawada,Pakribarwan,Roh,24.88,85.68,2020,8.3,401.0,0.0,171.0,25.0,10.0,11.98,0.0,130.0,40.0,7.0,26.0,1.55,0.0,,
W245100085453001,4224,Bihar,Nawada,Kauakol,Rupau,24.85,85.76,2020,8.3,1628.0,0.0,573.0,167.0,41.0,58.34,0.0,355.0,80.0,38.0,185.0,38.0,0.0,,
W250145085384501,4225,Bihar,Nawada,Warshaliganj,Warshaliganj,25.02,85.57,2020,8.3,402.0,0.0,171.0,18.0,11.0,29.14,0.0,110.0,16.0,17.0,38.0,2.31,0.0,,
W250824085415801,4226,Bihar,Seikhpura,Barbigha,Ambari,25.14,85.7,2020,8.2,634.0,0.0,250.0,46.0,20.0,21.4,0.0,160.0,40.0,15.0,70.0,1.33,0.0,,
W251301085441601,4227,Bihar,Seikhpura,Barbigha,Barbigha,25.22,85.74,2020,8.3,778.0,0.0,287.0,85.0,27.0,2.15,0.0,195.0,38.0,24.0,78.0,5.67,0.75,,
W261730085561501,4228,Bihar,Seikhpura,Barbigha,Keoti,25.22,85.8,2020,8.2,583.0,0.0,214.0,57.0,30.0,1.75,0.0,160.0,40.0,15.0,56.0,1.65,0.81,,
W251302085443801,4229,Bihar,Seikhpura,Seikhpura,Koeri Bigha,25.22,85.74,2020,8.2,772.0,0.0,262.0,71.0,23.0,47.81,0.0,170.0,32.0,22.0,84.0,8.63,0.75,,
W251013085473301,4230,Bihar,Seikhpura,Seikhpura,Nemdarganj,25.17,85.79,2020,8.3,719.0,0.0,366.0,28.0,10.0,3.78,0.0,155.0,12.0,30.0,81.0,11.0,0.78,,
W202230080440001,4231,Bihar,Gaya,Manpur,Manpur,24.79,85.03,2020,8.2,900.0,0.0,262.0,89.0,48.0,59.14,0.0,220.0,30.0,35.0,102.0,5.31,0.31,,
W244657084595901,4232,Bihar,Gaya,Gaya Sadar,Sangat Gali,24.78,85.0,2020,8.2,740.0,0.0,214.0,89.0,28.0,47.3,0.0,115.0,18.0,17.0,109.0,1.23,0.0,,
W243107084571301,4233,Bihar,Gaya,Barchatti,Bhadeya,24.52,84.95,2020,8.3,1804.0,0.0,397.0,330.0,55.0,57.8,0.0,590.0,92.0,98.0,103.0,11.0,0.12,,
W244608085000301,4234,Bihar,Gaya,Gaya Sadar,Chand Chowra Chowk,24.77,85.0,2020,8.2,765.0,0.0,207.0,85.0,41.0,48.5,0.0,125.0,30.0,12.0,101.0,12.0,0.74,,
W230653078553001,4235,Bihar,Gaya,Dobhi,Dobhi,24.53,84.92,2020,8.2,899.0,0.0,256.0,107.0,29.0,37.1,0.0,225.0,34.0,34.0,94.0,3.14,0.98,,
